"borough","neighborhood","building_class_category","block","lot","commercial_units","total_units","gross_square_feet","year_built","sale_price","sale_date","latitude","longitude","community_board"
"3","BAY RIDGE","44 CONDO PARKING","5853","1110","1","1",,"2006","780000","2021-01-15T00:00:00.000","40.637278","-74.027639","310"
"3","BAY RIDGE","02 TWO FAMILY DWELLINGS","6007","3","1","3","3,160","1945","995000","2021-01-15T00:00:00.000","40.625582","-74.029662","310"
"3","SUNSET PARK","02 TWO FAMILY DWELLINGS","738","4","1","3","3,603","1919","0","2021-01-15T00:00:00.000","40.649679","-74.009226","307"
"3","CANARSIE","02 TWO FAMILY DWELLINGS","8141","88","1","3","2,340","1920","773000","2021-01-15T00:00:00.000","40.644321","-73.908393","318"
"3","CANARSIE","44 CONDO PARKING","8273","1066","1","1",,"1989","100","2021-01-15T00:00:00.000","40.64001","-73.882633","318"
"3","SHEEPSHEAD BAY","22 STORE BUILDINGS","8772","27","1","1","1,836","1990","975000","2021-01-15T00:00:00.000","40.585344","-73.949971","315"
"4","SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS","11664","37","1","3","2,800","1925","0","2021-01-15T00:00:00.000","40.675926","-73.817875","410"
"4","ROSEDALE","22 STORE BUILDINGS","13492","2","4","4","8,600","1930","850000","2021-01-15T00:00:00.000","40.665445","-73.755072","413"
"4","EAST ELMHURST","26 OTHER HOTELS","1641","1","436","436","261,267","1981","86547452","2021-01-15T00:00:00.000","40.768801","-73.868315","403"
"4","MASPETH","02 TWO FAMILY DWELLINGS","2635","1","1","3","3,300","1930","0","2021-01-15T00:00:00.000","40.714953","-73.913393","405"
"4","ASTORIA","44 CONDO PARKING","534","1194","1","1",,"2019","796597","2021-01-15T00:00:00.000",,,
"4","FLUSHING-SOUTH","01 ONE FAMILY DWELLINGS","6914","25","1","2","2,198","1949","1010000","2021-01-15T00:00:00.000","40.736158","-73.796525","408"
"4","RICHMOND HILL","14 RENTALS - 4-10 UNIT","9288","13","1","5","4,232","2007","0","2021-01-15T00:00:00.000","40.695155","-73.845067","409"
"3","DYKER HEIGHTS","02 TWO FAMILY DWELLINGS","5754","45","1","3","2,720","1910","0","2021-01-16T00:00:00.000","40.624502","-73.999492","310"
"4","COLLEGE POINT","02 TWO FAMILY DWELLINGS","4077","40","1","3","3,261","1930","980000","2021-01-16T00:00:00.000","40.784853","-73.846581","407"
"3","WYCKOFF HEIGHTS","02 TWO FAMILY DWELLINGS","3320","2","1","3","2,475","1931","0","2021-01-18T00:00:00.000","40.700884","-73.913505","304"
"3","WYCKOFF HEIGHTS","02 TWO FAMILY DWELLINGS","3337","24","1","3","3,540","1931","0","2021-01-18T00:00:00.000","40.700191","-73.912284","304"
"3","FLATBUSH-CENTRAL","02 TWO FAMILY DWELLINGS","5153","7","1","3","2,749","1915","1995000","2021-01-18T00:00:00.000","40.639366","-73.968526","314"
"3","BOROUGH PARK","44 CONDO PARKING","5590","1175","1","1",,,"0","2021-01-18T00:00:00.000","40.644025","-73.994955","312"
"3","BRIGHTON BEACH","44 CONDO PARKING","8674","1124","1","1",,"2019","456300","2021-01-18T00:00:00.000","40.578806","-73.962899","313"
"4","ELMHURST","14 RENTALS - 4-10 UNIT","1519","24","1","6","3,900","1926","0","2021-01-18T00:00:00.000","40.743226","-73.889964","404"
"4","ROCKAWAY PARK","44 CONDO PARKING","16173","1108","1","1",,"2006","535000","2021-01-18T00:00:00.000","40.582927","-73.821322","414"
"4","CORONA","14 RENTALS - 4-10 UNIT","1942","47","1","6","3,798","1931","0","2021-01-18T00:00:00.000","40.743595","-73.855846","404"
"4","WHITESTONE","01 ONE FAMILY DWELLINGS","4505","32","1","2","2,000","1930","0","2021-01-18T00:00:00.000","40.789633","-73.814133","407"
"4","JAMAICA","02 TWO FAMILY DWELLINGS","9701","36","1","3","3,300","1931","10","2021-01-18T00:00:00.000","40.704936","-73.812602","408"
"5","WEST NEW BRIGHTON","29 COMMERCIAL GARAGES","215","41","1","1","1,500","1950","1010000","2021-01-18T00:00:00.000","40.633518","-74.125898","501"
"2","PELHAM PARKWAY NORTH","22 STORE BUILDINGS","4449","60","9","9","14,800","1950","5000000","2021-01-19T00:00:00.000","40.861316","-73.857576","211"
"3","PARK SLOPE SOUTH","02 TWO FAMILY DWELLINGS","1048","40","1","3","5,875","2012","2999900","2021-01-19T00:00:00.000","40.6641","-73.987236","307"
"3","WILLIAMSBURG-NORTH","49 CONDO WAREHOUSES/FACTORY/INDUS","2324","1334","1","1",,"2007","15000","2021-01-19T00:00:00.000","40.720527","-73.962056","301"
"3","FLATBUSH-LEFFERTS GARDEN","02 TWO FAMILY DWELLINGS","5033","44","1","3","3,360","1930","10","2021-01-19T00:00:00.000","40.660448","-73.950614","309"
"3","BAY RIDGE","44 CONDO PARKING","6118","1326","1","1",,"2018","870000","2021-01-19T00:00:00.000","40.615593","-74.030947","310"
"3","BENSONHURST","44 CONDO PARKING","6230","1149","1","1",,"2015","535411","2021-01-19T00:00:00.000","40.607813","-73.987719","311"
"4","WOODSIDE","02 TWO FAMILY DWELLINGS","1317","73","1","3","4,216","1931","1350000","2021-01-19T00:00:00.000","40.7448","-73.910363","402"
"4","SUNNYSIDE","14 RENTALS - 4-10 UNIT","135","3","1","5","2,826","1928","1225000","2021-01-19T00:00:00.000","40.744667","-73.91626","402"
"5","WEST NEW BRIGHTON","02 TWO FAMILY DWELLINGS","155","1","1","3","3,600","1930","0","2021-01-19T00:00:00.000","40.634291","-74.111074","501"
"5","NEW SPRINGVILLE","02 TWO FAMILY DWELLINGS","2397","245","1","3","4,612","1983","1289000","2021-01-19T00:00:00.000","40.584752","-74.160232","502"
"5","ELTINGVILLE","01 ONE FAMILY DWELLINGS","5348","57","1","2","1,947","1965","580000","2021-01-19T00:00:00.000","40.534681","-74.154737","503"
"1","MIDTOWN EAST","08 RENTALS - ELEVATOR APARTMENTS","1323","30","1","25","21,150","1900","0","2021-01-20T00:00:00.000","40.75539","-73.969756","106"
"2","BEDFORD PARK/NORWOOD","22 STORE BUILDINGS","3321","25","1","1","5,600","1931","0","2021-01-20T00:00:00.000","40.874127","-73.889028","207"
"2","BEDFORD PARK/NORWOOD","02 TWO FAMILY DWELLINGS","3321","47","1","3","2,487","1899","630000","2021-01-20T00:00:00.000","40.874403","-73.887878","207"
"3","CROWN HEIGHTS","22 STORE BUILDINGS","1240","43","1","1","6,079","1910","0","2021-01-20T00:00:00.000","40.672821","-73.950233","308"
"3","FORT GREENE","34 THEATRES","2096","35","1","1","2,100","1925","2700000","2021-01-20T00:00:00.000","40.689301","-73.977853","302"
"3","EAST NEW YORK","07 RENTALS - WALKUP APARTMENTS","3837","50","2","6","3,280","1930","1215000","2021-01-20T00:00:00.000","40.661926","-73.895307","305"
"3","EAST NEW YORK","02 TWO FAMILY DWELLINGS","4033","26","1","3","3,000","1920","600000","2021-01-20T00:00:00.000","40.672094","-73.882987","305"
"4","LONG ISLAND CITY","30 WAREHOUSES","115","239","1","1","28,300","1932","0","2021-01-20T00:00:00.000","40.741816","-73.938735","402"
"4","COLLEGE POINT","44 CONDO PARKING","4197","1031","1","1",,"2015","486720","2021-01-20T00:00:00.000","40.779588","-73.846066","407"
"4","FLUSHING-NORTH","43 CONDO OFFICE BUILDINGS","4414","1202","1","1",,"2007","0","2021-01-20T00:00:00.000","40.769682","-73.826612","407"
"4","FLUSHING-NORTH","02 TWO FAMILY DWELLINGS","5131","40","1","3","3,036","1950","2200000","2021-01-20T00:00:00.000","40.748851","-73.825922","407"
"4","FLUSHING-NORTH","21 OFFICE BUILDINGS","5131","41","3","3","3,350","1961","2200000","2021-01-20T00:00:00.000","40.748837","-73.825926","407"
"4","ASTORIA","02 TWO FAMILY DWELLINGS","539","127","1","3","7,600","1930","1550000","2021-01-20T00:00:00.000","40.772251","-73.927186","401"
"4","OZONE PARK","22 STORE BUILDINGS","9081","19","1","1","2,951","1925","0","2021-01-20T00:00:00.000","40.68094","-73.857662","409"
"5","PORT RICHMOND","22 STORE BUILDINGS","1077","52","3","3","6,431","1931","585000","2021-01-20T00:00:00.000","40.637665","-74.133617","501"
"1","CLINTON","43 CONDO OFFICE BUILDINGS","1074","1100","1","1",,"1910","5850000","2021-01-21T00:00:00.000","40.762253","-73.995715","104"
"1","UPPER EAST SIDE (59-79)","22 STORE BUILDINGS","1404","57","7","10","8,095","1910","0","2021-01-21T00:00:00.000","40.768859","-73.963357","108"
"1","CHINATOWN","43 CONDO OFFICE BUILDINGS","282","1217","1","1",,"2017","1157243","2021-01-21T00:00:00.000","40.7138","-73.993406","103"
"1","SOUTHBRIDGE","11 SPECIAL CONDO BILLING LOTS","90","1001","3","23","97,919",,"41038000","2021-01-21T00:00:00.000","40.711508","-74.007679","101"
"1","SOUTHBRIDGE","41 TAX CLASS 4 - OTHER","90","22","1","1","2,073","2001","994000","2021-01-21T00:00:00.000","40.710877","-74.007856","101"
"2","FORDHAM","21 OFFICE BUILDINGS","3172","43","2","2","2,425","1931","24000","2021-01-21T00:00:00.000","40.85795","-73.901469","205"
"3","WILLIAMSBURG-EAST","29 COMMERCIAL GARAGES","2272","9","1","1","5,000","1968","4000000","2021-01-21T00:00:00.000","40.700904","-73.94679","301"
"3","EAST NEW YORK","33 EDUCATIONAL FACILITIES","3826","21","1","1","28,000","1970","11518500","2021-01-21T00:00:00.000","40.665283","-73.890432","305"
"3","CYPRESS HILLS","02 TWO FAMILY DWELLINGS","4127","63","1","3","3,200","1920","250000","2021-01-21T00:00:00.000","40.682495","-73.876284","305"
"3","BAY RIDGE","22 STORE BUILDINGS","5867","30","1","1","2,300","1931","1400000","2021-01-21T00:00:00.000","40.630737","-74.014515","310"
"3","OCEAN PARKWAY-SOUTH","44 CONDO PARKING","7215","1004","1","1",,"2006","0","2021-01-21T00:00:00.000","40.587868","-73.969728","313"
"4","FAR ROCKAWAY","22 STORE BUILDINGS","15528","1","6","6","7,048","1934","0","2021-01-21T00:00:00.000","40.605194","-73.754911","414"
"4","FAR ROCKAWAY","22 STORE BUILDINGS","15528","5","1","1","1,400","1971","0","2021-01-21T00:00:00.000","40.605609","-73.754996","414"
"4","BELLE HARBOR","21 OFFICE BUILDINGS","16211","23","3","3","4,684","1982","2700000","2021-01-21T00:00:00.000","40.578502","-73.84947","414"
"4","CORONA","22 STORE BUILDINGS","1909","31","5","5","4,175","1969","1775000","2021-01-21T00:00:00.000","40.739451","-73.860622","404"
"4","WHITESTONE","01 ONE FAMILY DWELLINGS","4752","12","1","2","2,560","1955","1100000","2021-01-21T00:00:00.000","40.779886","-73.805621","407"
"4","ASTORIA","44 CONDO PARKING","534","1191","1","1",,"2019","855330","2021-01-21T00:00:00.000",,,
"5","GREAT KILLS","22 STORE BUILDINGS","5497","101","1","1","3,569","2016","2465000","2021-01-21T00:00:00.000","40.543833","-74.163663","503"
"5","GREAT KILLS","22 STORE BUILDINGS","5497","150","6","6","10,800","2005","2465000","2021-01-21T00:00:00.000","40.544065","-74.165056","503"
"5","ROSSVILLE","22 STORE BUILDINGS","6145","13","7","7","15,279","2013","8712000","2021-01-21T00:00:00.000","40.541857","-74.206175","503"
"5","ROSSVILLE","22 STORE BUILDINGS","6145","16","9","9","21,828","2013","8712000","2021-01-21T00:00:00.000","40.541743","-74.207139","503"
"5","ROSSVILLE","22 STORE BUILDINGS","6145","300","1","1","34,349","1984","16900000","2021-01-21T00:00:00.000","40.5426","-74.208333","503"
"5","ROSSVILLE","22 STORE BUILDINGS","6145","40","9","9","18,717","1983","16900000","2021-01-21T00:00:00.000","40.542358","-74.208238","503"
"5","HUGUENOT","22 STORE BUILDINGS","6585","24","1","3","4,185","2007","758000","2021-01-21T00:00:00.000","40.530985","-74.192126","503"
"1","MIDTOWN WEST","47 CONDO NON-BUSINESS STORAGE","1047","2628","1","1",,"1978","0","2021-01-22T00:00:00.000","40.767077","-73.983755","104"
"1","CLINTON","21 OFFICE BUILDINGS","1085","36","1","1","23,923","1913","26750000","2021-01-22T00:00:00.000","40.769249","-73.988895","104"
"1","MIDTOWN CBD","45 CONDO HOTELS","1290","1232","1","1",,"1903","125000","2021-01-22T00:00:00.000","40.761559","-73.974681","105"
"1","UPPER EAST SIDE (59-79)","22 STORE BUILDINGS","1404","57","7","10","8,095","1910","0","2021-01-22T00:00:00.000","40.768859","-73.963357","108"
"1","FINANCIAL","47 CONDO NON-BUSINESS STORAGE","77","1289","1","1",,"2017","1608367","2021-01-22T00:00:00.000","40.709235","-74.006741","101"
"2","MORRISANIA/LONGWOOD","46 CONDO STORE BUILDINGS","2696","1002","1","1",,"2008","0","2021-01-22T00:00:00.000","40.820727","-73.899541","202"
"2","BRONXDALE","46 CONDO STORE BUILDINGS","4545","1001","1","1",,"2007","0","2021-01-22T00:00:00.000","40.870283","-73.86721","212"
"3","CLINTON HILL","29 COMMERCIAL GARAGES","1952","39","1","1","1,000","1992","1160000","2021-01-22T00:00:00.000","40.687589","-73.959759","302"
"3","BROWNSVILLE","02 TWO FAMILY DWELLINGS","3677","22","1","3","3,000","1927","70000","2021-01-22T00:00:00.000","40.674629","-73.905439","316"
"3","FLATBUSH-LEFFERTS GARDEN","14 RENTALS - 4-10 UNIT","5048","7","1","5","3,500","1925","721000","2021-01-22T00:00:00.000","40.65606","-73.959959","309"
"3","FLATBUSH-CENTRAL","02 TWO FAMILY DWELLINGS","5226","25","1","3","3,540","1933","0","2021-01-22T00:00:00.000","40.636772","-73.951849","314"
"3","FLATBUSH-CENTRAL","02 TWO FAMILY DWELLINGS","5226","26","1","3","3,300","1933","0","2021-01-22T00:00:00.000","40.636747","-73.95182","314"
"3","DYKER HEIGHTS","02 TWO FAMILY DWELLINGS","6210","39","1","3","4,400","1931","1650000","2021-01-22T00:00:00.000","40.620796","-74.006931","310"
"3","OCEAN PARKWAY-NORTH","01 ONE FAMILY DWELLINGS","6588","56","1","2","2,240","1925","0","2021-01-22T00:00:00.000","40.612351","-73.968226","312"
"3","OCEAN PARKWAY-NORTH","02 TWO FAMILY DWELLINGS","6660","51","1","3","1,200","1931","1700000","2021-01-22T00:00:00.000","40.604474","-73.969828","315"
"3","CONEY ISLAND","29 COMMERCIAL GARAGES","7247","191","1","1","2,700","1931","1000000","2021-01-22T00:00:00.000","40.580734","-73.982223","313"
"3","SHEEPSHEAD BAY","44 CONDO PARKING","7442","1010","1","1",,"1920","505000","2021-01-22T00:00:00.000","40.590323","-73.942896","315"
"3","CANARSIE","32 HOSPITAL AND HEALTH FACILITIES","8035","23","1","1","18,900","1975","3050000","2021-01-22T00:00:00.000","40.634497","-73.908356","318"
"3","CANARSIE","32 HOSPITAL AND HEALTH FACILITIES","8035","57","1","1","4,500","2001","3050000","2021-01-22T00:00:00.000","40.634881","-73.907581","318"
"3","CANARSIE","44 CONDO PARKING","8273","1021","1","1",,"1989","160000","2021-01-22T00:00:00.000","40.639111","-73.881506","318"
"4","SOUTH JAMAICA","37 RELIGIOUS FACILITIES","10124","6","1","1","2,500","1931","0","2021-01-22T00:00:00.000","40.697616","-73.798338","412"
"4","SOUTH JAMAICA","22 STORE BUILDINGS","10132","28","1","2","1,520","1931","0","2021-01-22T00:00:00.000","40.693029","-73.799397","412"
"4","JACKSON HEIGHTS","22 STORE BUILDINGS","1101","45","1","3","5,600","1935","0","2021-01-22T00:00:00.000","40.763818","-73.880046","403"
"4","SOUTH OZONE PARK","22 STORE BUILDINGS","11639","39","1","1","1,240","1930","0","2021-01-22T00:00:00.000","40.683321","-73.806472","410"
"4","SO. JAMAICA-BAISLEY PARK","22 STORE BUILDINGS","12028","13","1","2","2,240","1925","0","2021-01-22T00:00:00.000","40.679025","-73.791612","412"
"4","SOUTH JAMAICA","29 COMMERCIAL GARAGES","12196","1","2","2","1,200","1931","0","2021-01-22T00:00:00.000","40.688461","-73.788785","412"
"4","EAST ELMHURST","44 CONDO PARKING","1702","1028","1","1",,"2017","631315","2021-01-22T00:00:00.000","40.758611","-73.862044","403"
"4","EAST ELMHURST","44 CONDO PARKING","1702","1029","1","1",,"2017","631315","2021-01-22T00:00:00.000","40.758611","-73.862044","403"
"4","EAST ELMHURST","44 CONDO PARKING","1702","1033","1","1",,"2017","631315","2021-01-22T00:00:00.000","40.758611","-73.862044","403"
"4","CORONA","22 STORE BUILDINGS","1909","32","2","2","3,913","1969","1975000","2021-01-22T00:00:00.000","40.739451","-73.860622","404"
"4","CORONA","14 RENTALS - 4-10 UNIT","1984","37","1","6","4,224","2012","0","2021-01-22T00:00:00.000","40.75057","-73.8587","404"
"4","CORONA","14 RENTALS - 4-10 UNIT","1984","38","1","6","4,224","2012","0","2021-01-22T00:00:00.000","40.750562","-73.858693","404"
"4","GLENDALE","44 CONDO PARKING","3637","1027","1","1",,,"530000","2021-01-22T00:00:00.000","40.701703","-73.894876","405"
"4","FLUSHING-NORTH","26 OTHER HOTELS","4408","37","1","1","14,786","2012","7745625","2021-01-22T00:00:00.000","40.768927","-73.832415","407"
"4","FLUSHING-NORTH","44 CONDO PARKING","5010","7030","1","1",,,"0","2021-01-22T00:00:00.000","40.763357","-73.827967","407"
"4","FLUSHING-NORTH","14 RENTALS - 4-10 UNIT","5031","10","2","4","3,216","1931","0","2021-01-22T00:00:00.000","40.762991","-73.81507","407"
"4","JAMAICA","22 STORE BUILDINGS","9620","40","1","1","2,400","1987","6500000","2021-01-22T00:00:00.000","40.702542","-73.814246","412"
"4","HOLLIS","02 TWO FAMILY DWELLINGS","9905","23","1","3","2,520","1934","162755","2021-01-22T00:00:00.000","40.709324","-73.775283","412"
"4","JAMAICA","02 TWO FAMILY DWELLINGS","9993","23","1","3","3,300","1920","0","2021-01-22T00:00:00.000","40.69886","-73.806842","412"
"4","JAMAICA","02 TWO FAMILY DWELLINGS","9993","24","1","3","3,300","1920","0","2021-01-22T00:00:00.000","40.698852","-73.806834","412"
"4","JAMAICA","02 TWO FAMILY DWELLINGS","9993","27","1","3","4,600","1920","0","2021-01-22T00:00:00.000","40.698835","-73.80682","412"
"5","PORT RICHMOND","22 STORE BUILDINGS","1038","4","1","1","7,794","1939","0","2021-01-22T00:00:00.000","40.633695","-74.136286","501"
"5","ROSSVILLE-RICHMOND VALLEY","22 STORE BUILDINGS","7578","44","1","1","807","1997","400000","2021-01-22T00:00:00.000","40.522541","-74.234941","503"
"1","UPPER EAST SIDE (59-79)","07 RENTALS - WALKUP APARTMENTS","1416","1","3","10","10,930","1910","0","2021-01-24T00:00:00.000","40.762896","-73.965591","108"
"2","WESTCHESTER","30 WAREHOUSES","3844","124","2","2","4,914","1985","2205000","2021-01-25T00:00:00.000","40.83539","-73.843425","210"
"2","WESTCHESTER","30 WAREHOUSES","3844","128","1","1","2,436","1997","2205000","2021-01-25T00:00:00.000","40.835739","-73.843948","210"
"3","CROWN HEIGHTS","44 CONDO PARKING","1167","1056","1","1",,,"1280000","2021-01-25T00:00:00.000","40.674404","-73.962277","308"
"3","OCEAN HILL","14 RENTALS - 4-10 UNIT","1470","43","3","5","3,712","1920","0","2021-01-25T00:00:00.000","40.669988","-73.919948","316"
"3","BAY RIDGE","14 RENTALS - 4-10 UNIT","5873","15","1","4","3,300","1931","998000","2021-01-25T00:00:00.000","40.634306","-74.022864","310"
"3","BENSONHURST","37 RELIGIOUS FACILITIES","6272","1","2","3","3,316","1931","0","2021-01-25T00:00:00.000","40.612199","-74.000954","311"
"3","SUNSET PARK","44 CONDO PARKING","922","1243","1","1",,"2015","819691","2021-01-25T00:00:00.000","40.646073","-73.998569","307"
"4","HOWARD BEACH","44 CONDO PARKING","11458","1002","1","1",,"1988","446000","2021-01-25T00:00:00.000","40.663405","-73.854549","410"
"4","GLENDALE","30 WAREHOUSES","3667","391","1","1","1,000","1931","1150000","2021-01-25T00:00:00.000","40.711058","-73.879059","405"
"4","GLENDALE","41 TAX CLASS 4 - OTHER","3667","393","1","1","150","1931","1150000","2021-01-25T00:00:00.000","40.711038","-73.879056","405"
"4","GLENDALE","41 TAX CLASS 4 - OTHER","3667","395","3","3","200","1931","1150000","2021-01-25T00:00:00.000","40.710997","-73.879048","405"
"4","FLUSHING-NORTH","43 CONDO OFFICE BUILDINGS","4946","1034","1","1",,"1986","70000","2021-01-25T00:00:00.000","40.764243","-73.833365","407"
"4","ASTORIA","22 STORE BUILDINGS","579","5","6","6","27,000","1941","0","2021-01-25T00:00:00.000","40.763318","-73.928199","401"
"4","ASTORIA","22 STORE BUILDINGS","614","1","2","4","3,680","1927","0","2021-01-25T00:00:00.000","40.761498","-73.92435","401"
"4","ASTORIA","22 STORE BUILDINGS","616","34","2","2","1,250","1920","0","2021-01-25T00:00:00.000","40.766447","-73.920449","401"
"4","WOODHAVEN","01 ONE FAMILY DWELLINGS","8853","117","1","2","1,350","1931","0","2021-01-25T00:00:00.000","40.692383","-73.860399","409"
"4","RICHMOND HILL","22 STORE BUILDINGS","9534","1","1","2","2,940","1931","0","2021-01-25T00:00:00.000","40.684796","-73.830975","410"
"5","CLOVE LAKES","21 OFFICE BUILDINGS","300","93","2","4","2,120","1960","750000","2021-01-25T00:00:00.000","40.629406","-74.112662","501"
