geoid,latitude,longitude,population,population_source_code,population_moe,population_moe_source_code,poverty_population,poverty_population_source_code,poverty_count,poverty_count_source_code,poverty_count_moe,poverty_count_moe_source_code,median_household_income,median_household_income_source_code,median_income_moe,median_income_moe_source_code,workers,workers_source_code,public_transit_workers,public_transit_workers_source_code,median_gross_rent,median_gross_rent_source_code,median_rent_moe,median_rent_moe_source_code
25017312400,42.6412968,-71.301193,2169,,316.0,,2144,,408,,141.0,,36667.0,,15984.0,,831,,6,,1389.0,,339.0,
25017312501,42.6471705,-71.2834848,4836,,529.0,,4812,,660,,353.0,,106114.0,,11176.0,,2474,,50,,1558.0,,182.0,
25017312502,42.6368993,-71.2835633,4054,,361.0,,4054,,374,,207.0,,117007.0,,11186.0,,2370,,34,,1459.0,,164.0,
25017313101,42.6589732,-71.4519222,7118,,672.0,,7118,,179,,137.0,,163802.0,,34864.0,,3609,,0,,1789.0,,207.0,
25017313102,42.678914,-71.3955585,5306,,676.0,,5306,,419,,413.0,,125938.0,,21775.0,,2883,,30,,2091.0,,600.0,
25017314101,42.6762552,-71.3634359,6907,,790.0,,6907,,443,,252.0,,115369.0,,7719.0,,3557,,0,,1712.0,,126.0,
25017314102,42.6799274,-71.341441,6951,,648.0,,6948,,232,,120.0,,89058.0,,12947.0,,3552,,122,,1920.0,,253.0,
25017314200,42.6812035,-71.3168033,5665,,874.0,,5665,,744,,704.0,,87392.0,,11540.0,,3200,,0,,1558.0,,424.0,
25017314301,42.6790373,-71.2787777,9329,,805.0,,9284,,589,,319.0,,121763.0,,9957.0,,4585,,97,,1737.0,,101.0,
25017314302,42.6928647,-71.2572262,3504,,385.0,,3457,,126,,83.0,,149479.0,,31340.0,,2005,,2,,,-666666666,,-222222222
25017315100,42.6282152,-71.2659186,5835,,723.0,,5835,,203,,125.0,,147034.0,,15748.0,,3259,,18,,,-666666666,,-222222222
25017315200,42.617782,-71.2368957,8733,,967.0,,8627,,197,,125.0,,108438.0,,19964.0,,4789,,104,,2297.0,,163.0,
25017315401,42.6046501,-71.2009317,4042,,759.0,,3889,,375,,78.0,,107656.0,,11983.0,,1893,,28,,2220.0,,602.0,
25017315402,42.6084373,-71.1871072,3302,,380.0,,3297,,72,,43.0,,126429.0,,30623.0,,1783,,47,,2326.0,,138.0,
25017315403,42.5866203,-71.1890309,1590,,118.0,,1557,,46,,35.0,,149808.0,,25099.0,,880,,7,,,-666666666,,-222222222
25017315500,42.5859548,-71.2154501,7666,,649.0,,7642,,31,,36.0,,136724.0,,11525.0,,4209,,19,,1320.0,,664.0,
25017316101,42.5698972,-71.2330845,4633,,399.0,,4633,,104,,75.0,,145875.0,,15454.0,,2648,,76,,1893.0,,307.0,
25017316102,42.5596744,-71.2609482,6646,,953.0,,6642,,172,,72.0,,163327.0,,11645.0,,4102,,20,,2221.0,,174.0,
25017316201,42.5430018,-71.2354539,4388,,667.0,,4381,,104,,83.0,,153333.0,,32239.0,,2242,,127,,,-666666666,,-222222222
25017316202,42.5319893,-71.2244363,3793,,312.0,,3793,,184,,122.0,,126797.0,,29566.0,,2142,,30,,1605.0,,332.0,
25017316300,42.538333,-71.2762998,8536,,907.0,,8486,,622,,372.0,,116659.0,,18689.0,,5555,,27,,2236.0,,203.0,
25017316400,42.5636168,-71.3081888,6902,,654.0,,6154,,154,,103.0,,149191.0,,22614.0,,3746,,68,,2676.0,,143.0,
25017316500,42.5868236,-71.2829028,6802,,737.0,,6570,,478,,216.0,,107313.0,,19948.0,,3719,,55,,1557.0,,236.0,
25017317101,42.5865094,-71.3693734,6486,,566.0,,6486,,488,,266.0,,103808.0,,10471.0,,3238,,73,,1955.0,,307.0,
25017317102,42.6009674,-71.3249037,5136,,1141.0,,5092,,194,,111.0,,131719.0,,15207.0,,2452,,25,,2400.0,,286.0,
25017317103,42.5700606,-71.3561608,4908,,549.0,,4908,,243,,315.0,,160865.0,,34381.0,,2458,,46,,,-666666666,,-222222222
25017317201,42.5993872,-71.3911181,2687,,190.0,,2687,,65,,86.0,,206875.0,,47418.0,,1453,,16,,,-666666666,,-222222222
25017317202,42.6093601,-71.3740841,4259,,995.0,,4259,,34,,29.0,,184531.0,,39410.0,,2147,,10,,,-666666666,,-222222222
25017317203,42.6122111,-71.3465742,3812,,372.0,,3718,,182,,116.0,,132868.0,,22552.0,,2224,,17,,2175.0,,358.0,
25017317301,42.6291501,-71.3761192,3418,,954.0,,3343,,154,,69.0,,142000.0,,44706.0,,1817,,0,,1940.0,,288.0,
25017317302,42.6396768,-71.395644,5514,,646.0,,5514,,173,,125.0,,133225.0,,26310.0,,2965,,94,,1553.0,,254.0,
25017318100,42.6324362,-71.4323582,6831,,595.0,,6795,,76,,59.0,,162763.0,,26696.0,,3555,,127,,,-666666666,,-222222222
25017318200,42.6014367,-71.4743161,4976,,452.0,,4976,,237,,153.0,,146319.0,,33772.0,,2747,,17,,1815.0,,413.0,
25017318300,42.576086,-71.4454859,8224,,719.0,,8201,,138,,114.0,,211590.0,,8632.0,,4390,,52,,3117.0,,527.0,
25017318400,42.5565623,-71.4249536,4553,,454.0,,4495,,126,,68.0,,154104.0,,25149.0,,2234,,6,,1230.0,,1222.0,
25017320102,42.2203648,-71.5720529,5713,,511.0,,5703,,212,,194.0,,244946.0,,29763.0,,3083,,70,,3501.0,,,-333333333
25017320105,42.2486816,-71.5364698,2464,,286.0,,2433,,90,,69.0,,185139.0,,77439.0,,1284,,26,,964.0,,179.0,
25017320106,42.2090785,-71.5163779,6614,,874.0,,6556,,188,,135.0,,215130.0,,45973.0,,3292,,26,,3077.0,,591.0,
25017320107,42.2267405,-71.4914525,4259,,514.0,,4259,,141,,115.0,,178621.0,,13543.0,,2336,,112,,2537.0,,439.0,
25017321100,42.3544961,-71.4973127,6525,,861.0,,6456,,494,,288.0,,92634.0,,18418.0,,3011,,18,,1713.0,,372.0,
25017321200,42.3399836,-71.5290815,8140,,1106.0,,8024,,307,,247.0,,98026.0,,16482.0,,4811,,38,,1803.0,,130.0,
25017321301,42.3430546,-71.548971,4650,,729.0,,4611,,1161,,603.0,,67261.0,,12968.0,,2469,,10,,1249.0,,367.0,
25017321302,42.3332027,-71.5607492,3299,,518.0,,3299,,274,,228.0,,96016.0,,62070.0,,1850,,67,,1315.0,,100.0,
25017321400,42.3414582,-71.5926446,4436,,572.0,,4268,,220,,207.0,,125972.0,,24108.0,,2358,,0,,2756.0,,265.0,
25017321500,42.3569937,-71.5737429,7229,,788.0,,7110,,763,,443.0,,94274.0,,24283.0,,3982,,30,,1993.0,,248.0,
25017321600,42.3643537,-71.5352637,7119,,1012.0,,7109,,550,,267.0,,102883.0,,12222.0,,3747,,0,,1708.0,,398.0,
25017322100,42.3876562,-71.5186309,4843,,567.0,,4843,,40,,30.0,,161358.0,,8730.0,,2606,,10,,,-666666666,,-222222222
25017322200,42.3787848,-71.5744478,4381,,393.0,,4381,,210,,152.0,,109120.0,,21855.0,,2175,,31,,2022.0,,258.0,
25017322300,42.398518,-71.5785343,5843,,538.0,,5832,,505,,209.0,,68665.0,,11018.0,,2832,,15,,1192.0,,179.0,
25017322400,42.3993293,-71.5558248,4892,,602.0,,4892,,179,,112.0,,127976.0,,22722.0,,2686,,62,,1456.0,,144.0,
25017323101,42.419186,-71.5108395,3702,,420.0,,3702,,93,,71.0,,169120.0,,17279.0,,1837,,42,,1821.0,,212.0,
25017323102,42.4460726,-71.526282,3407,,420.0,,3407,,259,,320.0,,194722.0,,33622.0,,1846,,57,,,-666666666,,-222222222
25017324101,42.5232732,-71.4711882,5682,,382.0,,5560,,220,,122.0,,134244.0,,13041.0,,2786,,80,,1990.0,,834.0,
25017324102,42.5490095,-71.5055474,4468,,383.0,,4454,,379,,255.0,,166493.0,,20826.0,,2335,,33,,1034.0,,815.0,
25017325101,42.5615929,-71.5487513,3958,,387.0,,3958,,106,,75.0,,137656.0,,41155.0,,2360,,61,,1585.0,,437.0,
25017325102,42.5633722,-71.5960355,4533,,388.0,,4383,,646,,305.0,,88040.0,,22537.0,,2322,,85,,1201.0,,118.0,
25017326101,42.5995227,-71.5902174,5181,,678.0,,5037,,217,,150.0,,167188.0,,58773.0,,2551,,36,,1737.0,,409.0,
25017326102,42.6190842,-71.5383193,6084,,675.0,,6014,,262,,147.0,,195625.0,,28919.0,,2974,,21,,1178.0,,369.0,
25017327101,42.6915092,-71.6012063,4103,,547.0,,4051,,146,,76.0,,164583.0,,29136.0,,2256,,0,,1363.0,,498.0,
25017327102,42.6696225,-71.5718755,3875,,391.0,,3858,,95,,88.0,,128125.0,,6082.0,,2313,,0,,1766.0,,147.0,
25017327103,42.6454381,-71.6175252,3678,,472.0,,3645,,518,,314.0,,98779.0,,13128.0,,1801,,9,,638.0,,533.0,
25017328100,42.6761491,-71.4997715,3375,,19.0,,3368,,33,,29.0,,202379.0,,15840.0,,1947,,5,,1500.0,,767.0,
25017330101,42.5874348,-71.0499574,3458,,457.0,,3458,,107,,97.0,,215781.0,,37129.0,,1955,,33,,,-666666666,,-222222222
25017330102,42.5784007,-71.0844481,5118,,485.0,,5105,,136,,92.0,,141979.0,,34743.0,,2680,,7,,,-666666666,,-222222222
25017330201,42.578768,-71.1061546,3088,,621.0,,2997,,21,,13.0,,167938.0,,77125.0,,1752,,33,,2344.0,,933.0,
25017330202,42.5753419,-71.1260542,3970,,427.0,,3970,,177,,201.0,,100345.0,,29560.0,,2035,,27,,2029.0,,465.0,
25017331101,42.5855779,-71.1540069,3277,,383.0,,3256,,60,,46.0,,168750.0,,26802.0,,1813,,43,,3051.0,,544.0,
25017331102,42.5539487,-71.1482345,7022,,625.0,,6774,,35,,30.0,,179079.0,,30475.0,,3808,,218,,2372.0,,442.0,
25017331200,42.5739642,-71.1825441,5721,,632.0,,5650,,118,,90.0,,158422.0,,14141.0,,3138,,18,,2750.0,,529.0,
25017331300,42.5421191,-71.1841949,7175,,789.0,,7175,,474,,285.0,,142266.0,,28769.0,,3813,,191,,,-666666666,,-222222222
25017332100,42.5258543,-71.2003549,5758,,627.0,,5758,,90,,59.0,,186118.0,,29532.0,,3113,,34,,,-666666666,,-222222222
25017332201,42.490163,-71.181087,2228,,435.0,,2228,,145,,100.0,,101408.0,,29060.0,,883,,0,,1453.0,,752.0,
25017332202,42.5082759,-71.1799028,6726,,770.0,,6726,,563,,293.0,,126094.0,,22946.0,,4067,,98,,2728.0,,231.0,
25017332300,42.508472,-71.2159455,6884,,926.0,,6883,,346,,231.0,,138770.0,,27059.0,,3803,,271,,2050.0,,221.0,
25017332401,42.4908918,-71.2079529,2543,,386.0,,2403,,147,,95.0,,146146.0,,26998.0,,1219,,0,,2167.0,,1321.0,
25017332402,42.4777173,-71.1952051,2084,,331.0,,2084,,166,,95.0,,127750.0,,46533.0,,1112,,23,,3164.0,,194.0,
25017333100,42.4651759,-71.183421,7412,,662.0,,7382,,427,,209.0,,116864.0,,17862.0,,4119,,276,,2122.0,,130.0,
25017333200,42.4804046,-71.1676609,5203,,773.0,,5191,,437,,184.0,,93110.0,,19319.0,,3078,,131,,1877.0,,407.0,
25017333300,42.4707641,-71.152055,4188,,628.0,,4188,,567,,280.0,,96354.0,,19290.0,,2308,,53,,2075.0,,212.0,
25017333400,42.4845479,-71.132032,6586,,719.0,,6564,,575,,263.0,,109492.0,,14711.0,,3462,,19,,2502.0,,334.0,
25017333501,42.4946324,-71.1515186,4924,,440.0,,4879,,213,,107.0,,101667.0,,29067.0,,2783,,21,,2162.0,,157.0,
25017333502,42.4850405,-71.1461193,3638,,705.0,,3510,,468,,334.0,,112917.0,,36522.0,,1817,,37,,2004.0,,262.0,
25017333601,42.5114241,-71.1370059,1981,,369.0,,1981,,84,,65.0,,128254.0,,14677.0,,1405,,35,,2920.0,,229.0,
25017333602,42.5100768,-71.1570818,7273,,749.0,,7273,,422,,244.0,,92340.0,,36223.0,,3938,,269,,2091.0,,206.0,
25017334100,42.5120977,-71.1186479,6865,,720.0,,6865,,103,,75.0,,177770.0,,16731.0,,3623,,151,,2967.0,,762.0,
25017334200,42.526418,-71.1179942,4246,,497.0,,4193,,100,,67.0,,145000.0,,45859.0,,2371,,257,,1453.0,,238.0,
25017334300,42.5481562,-71.1107766,7738,,634.0,,7658,,253,,196.0,,163993.0,,18326.0,,3797,,171,,855.0,,147.0,
25017334400,42.5314168,-71.0881033,6599,,896.0,,6581,,222,,113.0,,148816.0,,28346.0,,3532,,102,,1691.0,,166.0,
25017335100,42.5155518,-71.0743668,5949,,666.0,,5943,,324,,147.0,,117886.0,,10441.0,,3111,,169,,1764.0,,259.0,
25017335200,42.5008866,-71.0839683,6632,,689.0,,6500,,292,,202.0,,130385.0,,20331.0,,3486,,366,,2040.0,,355.0,
25017335301,42.4938976,-71.0582063,4425,,589.0,,4374,,204,,112.0,,113880.0,,15715.0,,2590,,79,,1574.0,,282.0,
25017335302,42.5132149,-71.0493069,5014,,576.0,,5013,,336,,252.0,,157222.0,,27421.0,,2656,,82,,2019.0,,223.0,
25017335400,42.4822403,-71.0621379,5264,,401.0,,5110,,88,,57.0,,156420.0,,25743.0,,2926,,326,,2163.0,,1165.0,
25017336100,42.4655983,-71.0709236,5472,,694.0,,5472,,236,,111.0,,111439.0,,19549.0,,2855,,346,,1696.0,,707.0,
25017336201,42.4684449,-71.0528271,2923,,463.0,,2923,,143,,126.0,,184923.0,,26441.0,,1585,,219,,3278.0,,350.0,
25017336202,42.4612832,-71.0549338,3223,,442.0,,3126,,72,,63.0,,140625.0,,56398.0,,1462,,223,,2500.0,,535.0,
25017336300,42.449803,-71.0373952,6946,,697.0,,6886,,261,,151.0,,160750.0,,29792.0,,3742,,376,,2157.0,,194.0,
25017336402,42.4546821,-71.0726744,5129,,1001.0,,5035,,155,,109.0,,101797.0,,29627.0,,2549,,490,,1546.0,,225.0,
25017336403,42.4442887,-71.0767308,3316,,497.0,,3316,,133,,113.0,,121745.0,,37242.0,,2198,,550,,2413.0,,352.0,
25017336404,42.4456776,-71.0629718,2479,,323.0,,2479,,81,,78.0,,92188.0,,28891.0,,1580,,297,,1763.0,,85.0,
25017337101,42.4871179,-71.0809904,2861,,325.0,,2861,,89,,65.0,,115592.0,,33458.0,,1600,,71,,604.0,,369.0,
25017337102,42.4668322,-71.0883271,5674,,802.0,,5622,,257,,143.0,,143365.0,,28282.0,,3048,,151,,2282.0,,187.0,
25017337201,42.4947544,-71.0944249,3206,,435.0,,3206,,291,,233.0,,94276.0,,14759.0,,1741,,48,,1727.0,,53.0,
25017337202,42.4908429,-71.1080038,5126,,596.0,,5105,,117,,85.0,,118333.0,,27655.0,,2658,,60,,1912.0,,213.0,
25017337300,42.4608401,-71.1022461,6119,,598.0,,6086,,289,,185.0,,105645.0,,11501.0,,3536,,192,,2070.0,,262.0,
25017338100,42.4659118,-71.1225413,3284,,463.0,,3284,,166,,135.0,,205759.0,,58830.0,,1620,,62,,2331.0,,1247.0,
25017338200,42.4637851,-71.1381327,4067,,435.0,,3872,,150,,98.0,,139375.0,,23113.0,,2138,,78,,1984.0,,392.0,
25017338300,42.4584341,-71.1497227,3483,,338.0,,3423,,112,,69.0,,213611.0,,77579.0,,1416,,143,,3336.0,,204.0,
25017338400,42.4456096,-71.1653408,6024,,475.0,,6024,,78,,84.0,,250001.0,,,-333333333,3213,,279,,1815.0,,1356.0,
25017338500,42.4476714,-71.1285873,6004,,578.0,,6004,,383,,342.0,,250001.0,,,-333333333,2851,,238,,,-666666666,,-222222222
25017339101,42.4203623,-71.1105792,3091,,427.0,,3064,,517,,266.0,,62104.0,,21704.0,,1433,,328,,562.0,,406.0,
25017339102,42.4413706,-71.1123523,3348,,411.0,,3131,,74,,63.0,,141207.0,,30456.0,,1713,,110,,1729.0,,771.0,
25017339200,42.4271789,-71.1368106,5719,,629.0,,5606,,214,,140.0,,185781.0,,27295.0,,3320,,446,,2854.0,,325.0,
25017339300,42.4189818,-71.1340941,3069,,478.0,,3060,,180,,80.0,,108889.0,,32117.0,,1948,,187,,1803.0,,241.0,
25017339400,42.4151299,-71.1238855,3821,,924.0,,3762,,591,,189.0,,118352.0,,58673.0,,2615,,321,,2498.0,,348.0,
25017339500,42.411879,-71.1150079,5506,,543.0,,3860,,292,,146.0,,94122.0,,19422.0,,2927,,417,,2293.0,,128.0,
25017339600,42.4030836,-71.109572,5174,,877.0,,5174,,441,,269.0,,136040.0,,15830.0,,3348,,612,,2834.0,,262.0,
25017339700,42.4059665,-71.1027538,3675,,455.0,,3675,,552,,179.0,,69539.0,,19040.0,,2086,,352,,2229.0,,470.0,
25017339802,42.4073321,-71.0911432,4769,,568.0,,4769,,461,,316.0,,145263.0,,62938.0,,2732,,333,,2590.0,,265.0,
25017339803,42.4055646,-71.0777105,3812,,623.0,,3812,,533,,203.0,,109922.0,,15097.0,,2280,,576,,3429.0,,231.0,
25017339804,42.4112809,-71.0809088,2580,,622.0,,2580,,45,,43.0,,118482.0,,20693.0,,1550,,319,,2163.0,,1582.0,
25017339900,42.4186897,-71.0928483,5174,,714.0,,5174,,413,,256.0,,107720.0,,7454.0,,3200,,348,,1997.0,,191.0,
25017340000,42.4230718,-71.0988148,2701,,475.0,,2701,,110,,66.0,,116605.0,,11079.0,,1502,,141,,2172.0,,171.0,
25017340100,42.4304663,-71.0962673,6623,,783.0,,6493,,233,,202.0,,154453.0,,33770.0,,3712,,368,,2588.0,,280.0,
25017341101,42.4354471,-71.0789964,4092,,699.0,,4083,,393,,191.0,,144750.0,,45547.0,,2230,,525,,2316.0,,130.0,
25017341102,42.4294796,-71.0821193,5593,,977.0,,5593,,961,,492.0,,93350.0,,17697.0,,3047,,817,,2013.0,,237.0,
25017341200,42.4213412,-71.0810667,6969,,969.0,,6969,,986,,448.0,,90541.0,,20717.0,,3915,,832,,1902.0,,348.0,
25017341301,42.4222878,-71.0712551,4290,,571.0,,4287,,859,,340.0,,77004.0,,7905.0,,2193,,625,,2285.0,,136.0,
25017341302,42.4341447,-71.0692365,2584,,708.0,,2584,,318,,184.0,,101908.0,,44388.0,,1685,,349,,2142.0,,155.0,
25017341400,42.4189877,-71.0649184,6715,,986.0,,6603,,675,,570.0,,88625.0,,21172.0,,3987,,700,,1837.0,,144.0,
25017341500,42.4247446,-71.0590073,4775,,813.0,,4775,,450,,191.0,,101016.0,,9188.0,,2378,,377,,1852.0,,181.0,
25017341600,42.4359325,-71.0593047,6472,,793.0,,6425,,925,,457.0,,94816.0,,26777.0,,3905,,1103,,1733.0,,189.0,
25017341700,42.4362591,-71.0476696,6144,,958.0,,6144,,410,,174.0,,97372.0,,31193.0,,3069,,504,,2019.0,,316.0,
25017341800,42.427988,-71.0483722,6435,,836.0,,6435,,1266,,439.0,,56409.0,,6307.0,,3432,,497,,1829.0,,314.0,
25017341901,42.4278707,-71.0340138,1138,,161.0,,1138,,32,,33.0,,100966.0,,21334.0,,610,,84,,1912.0,,201.0,
25017341903,42.4392859,-71.031751,7110,,895.0,,7110,,768,,482.0,,125380.0,,7382.0,,4360,,453,,2495.0,,172.0,
25017341904,42.4339012,-71.0306312,3192,,485.0,,3183,,618,,237.0,,86131.0,,43202.0,,1428,,118,,1519.0,,472.0,
25017342101,42.4109507,-71.0395523,5487,,928.0,,5376,,1081,,614.0,,98813.0,,22940.0,,3011,,380,,1884.0,,282.0,
25017342102,42.4192406,-71.0390042,4870,,612.0,,4830,,443,,206.0,,75682.0,,21289.0,,2647,,431,,1827.0,,166.0,
25017342201,42.4157211,-71.0535723,5646,,1121.0,,5634,,655,,312.0,,94429.0,,19043.0,,2899,,1043,,2146.0,,134.0,
25017342202,42.4203049,-71.047868,3931,,578.0,,3931,,378,,260.0,,73650.0,,19247.0,,2326,,440,,1660.0,,584.0,
25017342301,42.412515,-71.0582888,3903,,1081.0,,3903,,113,,93.0,,107625.0,,45288.0,,1812,,422,,1674.0,,130.0,
25017342302,42.411956,-71.0639722,3624,,574.0,,3624,,426,,255.0,,98788.0,,40607.0,,2209,,377,,1943.0,,209.0,
25017342401,42.4065607,-71.0593394,3674,,631.0,,3674,,764,,339.0,,59227.0,,20467.0,,1873,,383,,1698.0,,175.0,
25017342402,42.3983216,-71.0628461,4362,,1076.0,,4362,,1773,,940.0,,87772.0,,19407.0,,2398,,456,,2525.0,,189.0,
25017342501,42.4057831,-71.0521442,4703,,638.0,,4703,,558,,351.0,,67717.0,,9946.0,,2024,,198,,1952.0,,141.0,
25017342502,42.4111625,-71.0482756,3442,,1034.0,,3422,,671,,329.0,,63652.0,,27718.0,,2277,,97,,1889.0,,137.0,
25017342600,42.4049904,-71.0433146,5594,,805.0,,5594,,671,,415.0,,83448.0,,20595.0,,2833,,357,,2012.0,,192.0,
25017350105,42.3981751,-71.0873012,1271,,146.0,,1271,,26,,25.0,,130536.0,,25205.0,,825,,78,,2659.0,,204.0,
25017350106,42.3936294,-71.0798211,2165,,283.0,,2165,,226,,106.0,,139688.0,,29291.0,,1720,,503,,3433.0,,166.0,
25017350107,42.3892888,-71.083321,1334,,334.0,,1334,,104,,69.0,,121250.0,,19459.0,,729,,164,,2910.0,,450.0,
25017350108,42.3966453,-71.0950657,3814,,582.0,,3814,,637,,329.0,,98359.0,,45605.0,,2209,,233,,2015.0,,350.0,
25017350109,42.392901,-71.0893853,2500,,659.0,,2473,,122,,78.0,,111201.0,,30531.0,,1743,,268,,2133.0,,329.0,
25017350201,42.3893543,-71.0925821,3060,,575.0,,3017,,334,,205.0,,130000.0,,15908.0,,1942,,234,,2352.0,,207.0,
25017350202,42.3923295,-71.0988571,4118,,606.0,,4118,,230,,101.0,,129826.0,,18347.0,,2840,,566,,2344.0,,118.0,
25017350300,42.3951858,-71.1063199,2931,,396.0,,2931,,423,,271.0,,124750.0,,38888.0,,2049,,444,,2750.0,,121.0,
25017350400,42.3983856,-71.115068,5970,,1015.0,,5926,,364,,183.0,,160960.0,,14323.0,,4421,,877,,2803.0,,234.0,
25017350500,42.4000274,-71.1225779,1655,,224.0,,1655,,84,,47.0,,160556.0,,19359.0,,1220,,390,,2827.0,,124.0,
25017350600,42.4046462,-71.1220456,4908,,373.0,,2611,,400,,189.0,,153542.0,,28871.0,,2537,,500,,2887.0,,288.0,
25017350701,42.4055536,-71.1290544,2872,,433.0,,2845,,309,,188.0,,119470.0,,26857.0,,2203,,405,,2648.0,,160.0,
25017350702,42.4105587,-71.1297521,3345,,548.0,,3345,,977,,450.0,,37011.0,,29590.0,,1773,,332,,1080.0,,706.0,
25017350800,42.4000739,-71.1272731,1972,,231.0,,1944,,92,,54.0,,174615.0,,19159.0,,1419,,498,,2834.0,,251.0,
25017350900,42.3942895,-71.1203008,3723,,409.0,,3723,,317,,259.0,,207776.0,,57979.0,,2848,,891,,2891.0,,290.0,
25017351001,42.3872503,-71.1137193,4045,,614.0,,4045,,320,,140.0,,139506.0,,23527.0,,3265,,574,,2513.0,,347.0,
25017351002,42.391727,-71.1114409,2739,,446.0,,2739,,160,,102.0,,149337.0,,20038.0,,1929,,385,,2372.0,,222.0,
25017351101,42.3887962,-71.1042048,3373,,462.0,,3320,,242,,99.0,,127295.0,,14124.0,,2353,,413,,2195.0,,103.0,
25017351102,42.3852405,-71.105037,2081,,565.0,,2081,,98,,77.0,,114063.0,,47114.0,,1540,,225,,2532.0,,201.0,
25017351203,42.3769964,-71.100728,4290,,597.0,,4290,,334,,149.0,,172750.0,,30797.0,,3401,,604,,3025.0,,291.0,
25017351204,42.3815931,-71.1046716,3981,,448.0,,3981,,318,,225.0,,128438.0,,23675.0,,2944,,427,,2575.0,,222.0,
25017351300,42.3834701,-71.0951296,4394,,643.0,,4394,,321,,144.0,,123125.0,,32436.0,,2926,,419,,2195.0,,280.0,
25017351403,42.3863029,-71.0842811,3822,,506.0,,3822,,688,,254.0,,111934.0,,23327.0,,2480,,680,,2246.0,,207.0,
25017351404,42.3837656,-71.0875983,3669,,445.0,,3604,,359,,179.0,,99519.0,,17598.0,,2532,,543,,2234.0,,132.0,
25017351500,42.3771183,-71.0846053,2517,,365.0,,2517,,428,,200.0,,69063.0,,33120.0,,1586,,223,,1887.0,,383.0,
25017352101,42.371642,-71.07397,3428,,406.0,,3218,,386,,193.0,,114408.0,,31097.0,,2447,,280,,3224.0,,270.0,
25017352102,42.3685228,-71.0758378,2849,,602.0,,2849,,233,,117.0,,171745.0,,27803.0,,1719,,290,,2935.0,,425.0,
25017352200,42.3719651,-71.085125,1894,,393.0,,1894,,457,,289.0,,88710.0,,19665.0,,960,,204,,1944.0,,369.0,
25017352300,42.3662197,-71.0835011,4678,,503.0,,4657,,251,,166.0,,174310.0,,23507.0,,3370,,630,,3501.0,,,-333333333
25017352400,42.3650343,-71.0934341,1801,,285.0,,1801,,401,,195.0,,55489.0,,21588.0,,888,,163,,1205.0,,346.0,
25017352500,42.368235,-71.0978873,2980,,410.0,,2980,,290,,112.0,,102464.0,,35458.0,,2032,,397,,2636.0,,490.0,
25017352600,42.3694072,-71.0912216,3091,,478.0,,3091,,563,,365.0,,121293.0,,40877.0,,1923,,335,,2623.0,,308.0,
25017352700,42.3734746,-71.0936021,2102,,396.0,,2102,,449,,260.0,,106979.0,,35910.0,,1317,,259,,2208.0,,568.0,
25017352800,42.3717557,-71.0963101,1887,,347.0,,1887,,115,,49.0,,118333.0,,12886.0,,1234,,176,,2512.0,,185.0,
25017352900,42.3724814,-71.1033526,3143,,429.0,,3096,,142,,108.0,,153723.0,,24556.0,,2008,,210,,2754.0,,488.0,
25017353000,42.3677877,-71.1032789,2923,,400.0,,2923,,442,,222.0,,141667.0,,24724.0,,2119,,792,,2786.0,,118.0,
25017353101,42.3625359,-71.0990808,3747,,388.0,,3371,,924,,312.0,,73558.0,,57216.0,,2122,,630,,2602.0,,453.0,
25017353102,42.3601076,-71.0909495,5151,,128.0,,780,,180,,65.0,,79318.0,,28201.0,,2413,,175,,3332.0,,550.0,
25017353200,42.3584986,-71.1057832,5129,,424.0,,3868,,467,,184.0,,134933.0,,15710.0,,3130,,411,,2673.0,,366.0,
25017353300,42.3585142,-71.1110542,4232,,631.0,,4232,,280,,149.0,,167338.0,,28952.0,,2837,,746,,2832.0,,448.0,
25017353600,42.3805404,-71.1154594,4966,,473.0,,3329,,482,,270.0,,133203.0,,23304.0,,2669,,579,,2590.0,,229.0,
25017353700,42.3745268,-71.1122878,5646,,532.0,,3268,,495,,122.0,,108194.0,,44223.0,,2817,,465,,2484.0,,177.0,
25017353800,42.3708052,-71.1096338,4320,,622.0,,4237,,365,,190.0,,127803.0,,26525.0,,2859,,744,,2883.0,,237.0,
25017353900,42.3662691,-71.1162109,5761,,434.0,,2692,,768,,287.0,,69440.0,,15510.0,,2645,,242,,2895.0,,254.0,
25017354000,42.380987,-71.1226248,4733,,531.0,,3681,,800,,453.0,,94668.0,,15067.0,,2497,,423,,2649.0,,207.0,
25017354100,42.3748851,-71.1256481,2306,,253.0,,2010,,115,,79.0,,137361.0,,46963.0,,1214,,121,,3239.0,,292.0,
25017354200,42.3734076,-71.135224,3336,,480.0,,3302,,192,,125.0,,205441.0,,73234.0,,1705,,112,,3375.0,,442.0,
25017354300,42.3830878,-71.1471164,3450,,427.0,,3370,,210,,115.0,,149375.0,,49619.0,,2019,,319,,2589.0,,166.0,
25017354400,42.3833722,-71.1372911,1870,,244.0,,1865,,118,,58.0,,165521.0,,16434.0,,1032,,128,,2745.0,,305.0,
25017354500,42.3847449,-71.12504,2027,,361.0,,2027,,69,,34.0,,203906.0,,70026.0,,1111,,96,,2340.0,,272.0,
25017354601,42.390845,-71.1491066,1731,,233.0,,1628,,322,,147.0,,95714.0,,24562.0,,1016,,156,,2855.0,,452.0,
25017354602,42.3876828,-71.1359698,4402,,765.0,,4392,,439,,225.0,,110135.0,,32237.0,,2297,,372,,2656.0,,350.0,
